family_id,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,christ_eve,n_ppl,difficulty
124,0,1,0,1,1,1,0,1,1,1,0,5,42
125,1,0,0,0,1,0,0,1,1,0,0,3,22
126,1,1,1,1,1,1,1,0,1,1,0,5,43
127,0,0,0,0,1,1,0,1,0,0,0,8,24
128,0,1,0,0,1,1,1,1,0,0,0,6,29
129,1,0,1,1,1,0,0,0,0,0,0,7,16
130,0,1,1,1,0,0,0,1,1,1,0,6,36
131,1,1,1,1,1,0,1,0,0,1,0,4,29
132,0,1,0,1,1,1,1,0,1,1,0,2,38
133,1,1,0,1,1,0,1,0,1,1,0,4,35
134,1,1,1,1,1,1,0,0,1,0,0,8,31
135,1,1,1,0,1,1,1,1,1,0,0,6,39
136,1,1,1,1,1,1,1,0,1,1,0,3,41
137,1,1,0,1,1,1,1,1,1,0,0,2,36
138,1,0,1,0,1,0,1,1,1,1,0,5,41
139,1,1,1,0,1,1,1,1,1,1,0,3,45
140,1,1,0,1,1,1,1,1,0,0,0,6,32
141,1,1,1,1,1,1,1,1,0,1,0,4,41
142,1,0,0,0,1,1,0,1,1,1,0,3,36
143,1,0,1,1,0,0,1,1,1,1,0,3,38
144,0,1,1,1,1,1,1,1,1,1,0,4,49
145,1,1,1,1,1,0,1,0,1,1,0,2,35
146,0,1,0,0,1,1,1,1,0,1,0,3,35
147,0,1,0,1,0,0,1,1,1,1,0,5,39
148,0,1,1,1,1,0,0,1,0,1,0,4,30
149,1,1,1,1,1,1,1,1,1,1,0,4,49
150,1,1,1,0,1,1,1,1,1,1,0,4,46
151,1,1,0,1,1,1,1,1,0,0,0,6,32
152,1,1,1,1,1,1,1,1,1,1,0,2,47
153,1,1,1,1,0,0,1,1,1,1,0,2,38
154,1,1,0,0,1,1,1,1,1,1,0,4,44
155,0,0,0,1,0,0,1,1,1,1,0,2,35
156,1,1,0,1,1,0,0,0,1,1,0,5,30
157,1,1,1,0,0,1,0,0,1,1,0,3,28
158,0,1,0,1,1,1,1,1,1,1,0,6,49
159,1,1,0,0,0,1,1,1,0,0,0,6,25
160,1,0,0,0,0,1,1,1,1,0,0,2,28
161,1,1,0,1,1,1,0,1,1,1,0,4,41
162,1,0,0,1,0,0,0,1,1,1,0,5,32
163,0,0,0,0,1,1,1,1,1,1,0,4,43
164,1,1,1,0,1,1,1,1,1,0,0,6,39
165,1,1,0,0,1,1,1,1,0,0,1,7,34
166,0,0,0,0,0,1,1,0,0,1,0,4,24
167,1,0,1,0,0,1,1,0,0,1,0,4,26
168,1,1,0,1,1,0,1,1,1,1,0,4,42
169,1,1,1,1,0,1,1,1,1,1,0,5,46
170,1,1,0,1,1,0,0,1,1,1,0,7,39
171,1,1,1,1,1,1,1,0,1,1,0,4,42
172,0,1,1,0,1,1,1,1,1,1,0,7,49
173,1,0,1,1,1,1,0,1,1,1,0,3,41
174,1,0,1,0,0,1,1,1,1,1,0,6,43
175,1,1,1,1,1,1,0,1,1,0,0,2,32
176,1,1,1,0,0,0,1,0,1,1,0,6,32
177,1,0,1,1,0,1,0,1,1,1,0,4,38
178,1,1,1,1,1,0,1,1,1,1,0,2,42
179,1,0,1,1,0,1,1,1,0,1,0,5,37
180,1,0,0,0,1,0,1,1,1,0,0,6,31
181,0,0,0,1,1,0,1,0,1,0,0,3,24
182,1,1,1,1,0,1,1,0,1,1,0,2,36
183,1,1,0,0,1,0,0,1,1,1,0,3,32
184,1,1,1,1,0,1,0,1,0,1,0,6,33
185,1,1,1,1,0,1,1,0,1,1,0,2,36
186,0,0,1,1,1,1,1,1,1,1,0,4,48
187,0,1,1,1,0,1,0,1,1,1,0,2,37
188,1,0,0,0,1,1,1,0,1,1,0,3,35
189,1,0,1,1,1,1,1,0,0,1,1,3,36
190,0,0,1,0,1,1,1,1,1,1,0,4,45
191,1,1,1,0,1,1,1,0,1,1,0,3,38
192,0,1,0,1,1,0,0,1,1,1,0,3,35
193,1,0,1,0,0,1,1,0,1,0,0,4,25
194,1,1,0,0,1,1,0,0,1,1,0,2,29
195,0,0,1,1,0,1,0,1,1,1,0,3,37
196,1,0,1,0,1,1,1,0,1,1,0,6,40
197,1,0,1,1,1,1,0,1,0,0,0,2,23
198,1,0,1,1,1,1,1,1,0,1,0,7,43
199,0,1,0,0,0,0,1,0,1,1,0,2,26
200,1,1,1,1,0,1,0,1,1,1,0,2,37
201,1,0,1,1,0,0,1,1,1,0,0,7,33
202,0,0,0,0,1,1,1,1,0,0,0,5,27
203,1,1,1,1,1,1,1,1,1,1,0,4,49
204,1,1,1,0,0,1,0,1,0,0,0,5,20
205,1,1,1,1,1,1,0,1,1,1,1,2,45
206,0,1,1,0,1,0,1,1,1,1,0,2,39
207,1,1,1,1,1,0,1,1,0,1,0,5,37
208,1,1,1,1,1,1,0,1,0,0,1,4,30
209,0,0,0,1,1,1,1,1,1,0,0,6,39
210,0,1,0,1,1,0,0,1,1,1,0,4,36
211,1,1,1,0,1,1,1,1,1,1,0,4,46
212,1,1,0,1,1,1,0,1,1,1,0,3,40
213,1,1,1,1,0,1,1,0,1,0,0,3,28
214,1,1,1,1,0,1,1,1,1,1,0,3,44
215,1,1,1,1,1,0,1,1,1,1,1,2,46
216,0,1,1,0,1,1,0,1,1,0,0,7,34
217,1,1,1,1,1,1,0,1,1,1,0,5,44
218,1,0,1,1,1,0,1,1,0,1,0,3,34
219,1,1,1,1,1,0,1,1,1,1,0,6,46
220,1,1,1,1,1,0,1,1,1,1,1,2,46
221,1,1,1,1,1,1,1,1,1,1,0,5,50
222,0,1,1,1,1,0,1,1,1,0,0,3,34
223,1,1,1,0,1,1,0,1,1,1,0,6,42
224,1,1,1,0,1,1,1,1,0,0,0,4,29
225,1,1,1,1,0,0,1,1,1,1,0,2,38
226,1,1,1,1,1,1,1,1,1,1,0,2,47
227,0,1,1,1,0,0,1,0,1,0,0,5,25
228,1,1,1,1,1,1,0,1,1,1,0,7,46
229,0,1,1,1,0,0,0,1,0,1,0,4,26
230,0,0,1,1,1,1,1,1,1,1,0,2,46
231,0,1,1,1,1,1,0,0,1,1,0,3,35
232,1,1,1,0,1,1,1,1,1,1,0,3,45
233,1,1,0,1,0,1,1,1,1,1,0,3,42
234,1,1,1,1,1,0,1,1,1,1,0,4,44
235,1,1,0,1,1,1,1,0,0,1,0,3,31
236,0,0,1,1,1,0,1,1,1,1,0,5,44
237,1,1,1,1,0,0,1,1,1,1,0,7,43
238,1,1,0,1,1,1,1,0,0,1,0,4,32
239,0,0,1,1,0,1,1,0,1,1,0,3,36
240,1,1,0,0,1,1,1,1,0,0,0,4,27
241,1,1,1,1,1,1,1,0,0,1,0,4,34
242,1,1,0,0,0,1,1,1,1,0,0,2,29
243,1,1,1,1,1,0,1,0,1,0,0,4,28
244,1,0,1,1,1,0,1,1,0,1,0,4,35
245,1,0,1,1,1,1,0,0,1,0,0,6,28
246,0,0,0,0,0,1,1,0,1,1,0,6,34
247,1,1,1,1,0,1,1,1,1,1,0,6,47
248,1,1,0,0,0,1,1,1,1,1,0,5,41
249,1,0,1,1,1,1,1,0,1,1,0,3,40
250,1,0,1,1,1,1,1,1,1,1,1,8,56
251,1,1,0,0,0,1,0,1,1,1,0,3,33
252,1,1,1,0,0,0,1,0,1,1,1,4,34
253,1,1,1,0,0,1,1,0,0,0,0,3,17
254,1,0,1,1,0,0,1,0,1,1,0,3,31
255,1,1,1,1,1,1,1,0,0,1,0,4,34
256,0,1,1,1,1,1,1,1,1,0,0,4,40
257,1,1,1,1,1,0,1,0,0,0,0,6,22
258,0,0,0,1,1,1,1,1,1,1,0,4,46
259,1,1,1,0,0,1,1,1,0,1,0,5,35
260,1,0,1,0,1,1,1,1,1,1,0,5,46
261,1,1,0,0,1,0,0,1,1,1,0,3,32
262,1,0,0,1,1,1,1,1,1,0,0,4,37
263,0,1,1,1,1,1,1,1,0,1,0,3,40
264,1,0,1,1,0,1,1,1,0,1,0,2,34
265,1,1,1,1,1,1,0,1,1,1,0,7,46
266,1,1,0,1,1,0,1,0,0,1,0,7,30
267,1,1,1,1,1,0,0,1,1,0,0,2,27
268,1,1,0,1,1,0,1,1,1,0,0,4,33
269,0,1,0,1,1,0,0,1,0,1,0,5,29
270,1,1,0,1,1,0,0,0,1,0,0,6,22
271,1,1,0,1,1,0,0,1,0,1,0,6,30
272,0,1,0,1,0,1,0,1,1,1,0,6,39
273,1,1,1,1,1,1,1,0,1,1,0,2,40
274,0,1,0,0,0,1,1,1,1,0,0,3,30
275,0,0,1,0,1,0,1,1,1,0,0,6,33
276,1,1,0,1,1,1,1,0,1,1,0,4,40
277,1,1,1,1,1,1,1,1,1,1,0,3,48
278,1,1,0,0,1,0,1,0,0,0,0,3,14
279,1,1,1,1,1,1,1,1,0,1,0,6,43
280,1,0,0,0,1,0,1,1,1,0,0,6,31
281,0,1,1,1,1,0,0,1,1,0,0,3,28
282,1,1,1,1,1,1,1,1,1,1,0,3,48
283,1,0,1,1,1,1,0,0,1,1,0,4,35
284,0,1,1,1,0,1,0,0,0,1,0,6,26
285,1,1,1,1,1,0,0,0,1,1,0,6,33
286,1,1,1,0,1,0,0,1,1,1,0,4,35
287,1,0,1,0,1,1,1,0,1,1,0,4,38
288,0,1,1,0,1,1,1,1,1,0,0,2,35
289,1,1,1,1,1,0,1,1,1,1,0,3,43
290,1,0,1,0,1,1,1,1,1,0,0,5,37
291,1,0,0,1,1,0,1,1,0,1,0,2,31
292,1,1,1,1,0,1,0,1,0,0,0,3,21
293,1,0,1,1,0,1,0,0,0,0,0,5,15
294,1,1,1,1,1,1,1,1,1,1,0,7,52
295,1,1,1,0,0,1,1,0,1,1,0,8,39
296,1,0,1,0,1,1,0,0,0,0,0,3,14
297,0,0,1,1,0,1,1,1,1,1,0,3,43
298,1,0,1,0,1,1,0,0,1,1,0,3,31
299,1,1,1,1,1,1,1,0,1,1,0,3,41
300,1,1,1,1,1,0,1,0,1,1,0,4,37
301,1,1,1,1,1,0,1,1,0,1,0,2,34
302,1,1,1,1,1,0,1,0,0,1,0,4,29
303,0,0,1,1,1,1,0,1,1,1,0,3,41
304,0,0,1,1,0,1,1,1,1,1,0,6,46
305,0,1,1,1,1,1,1,0,0,1,0,5,35
306,0,1,1,1,1,0,1,0,1,1,0,6,39
307,1,1,1,1,0,1,1,1,1,1,1,4,49
308,1,1,1,0,1,1,1,0,0,1,0,4,31
309,1,1,1,1,1,1,0,1,1,0,0,4,34
310,1,0,0,1,1,1,1,1,0,1,0,3,37
311,1,0,1,0,0,1,0,0,0,1,0,2,18
312,0,1,1,1,1,0,1,1,0,1,0,2,34
313,1,0,1,1,1,1,0,1,0,0,0,5,26
314,1,1,1,0,1,1,1,1,1,0,0,3,36
315,1,1,1,1,0,1,1,0,1,0,0,4,29
316,1,1,0,0,1,1,1,1,1,1,0,5,45
317,1,1,1,1,0,0,0,1,1,1,0,3,33
318,0,1,1,1,1,1,1,0,1,1,0,4,42
319,1,1,0,1,1,0,1,0,1,1,0,5,36
320,0,0,1,1,1,1,0,0,1,0,0,5,27
321,1,1,1,1,1,0,0,1,0,0,1,5,26
322,1,1,0,0,1,1,0,1,0,1,0,4,30
323,0,1,0,0,0,1,0,1,1,1,0,4,34
324,1,1,1,0,1,1,1,1,1,1,0,3,45
325,1,1,0,0,1,0,1,0,1,1,1,2,34
326,1,1,1,0,1,0,0,1,0,1,0,4,27
327,1,0,1,0,1,1,1,0,1,0,0,4,29
328,1,1,1,0,0,0,1,1,1,1,0,3,36
329,1,0,1,1,1,1,1,0,1,1,0,3,40
330,1,1,0,1,1,1,1,1,1,1,0,3,46
331,1,1,0,1,1,1,0,0,0,1,0,4,26
332,1,1,1,1,0,1,0,1,0,1,0,2,29
333,0,1,1,1,1,0,1,0,1,1,0,6,39
334,0,1,0,1,0,1,0,0,1,1,0,4,30
335,1,1,1,0,1,1,1,1,1,1,0,3,45
336,1,1,1,1,0,0,1,1,1,1,0,4,40
337,1,1,1,0,1,0,1,1,1,1,0,4,41
338,1,1,1,0,1,1,1,1,1,1,0,4,46
339,1,1,0,0,1,1,0,0,1,1,0,6,33
340,1,0,1,1,1,1,1,0,0,1,1,4,37
341,0,1,1,0,1,1,1,1,1,1,0,3,45
342,1,1,0,0,0,1,1,1,1,1,0,5,41
343,1,1,1,1,1,1,0,0,1,1,0,3,35
344,0,0,1,1,1,0,0,0,1,1,0,7,33
345,1,1,1,1,1,0,1,1,1,0,0,4,35
346,1,1,1,1,1,0,0,1,1,1,1,3,41
347,1,1,1,1,1,0,1,1,1,1,0,4,44
348,1,1,1,1,1,1,1,1,1,1,1,5,54
349,1,1,1,0,1,1,0,1,1,1,0,3,39
350,1,1,1,0,0,0,1,1,1,1,0,8,41
351,0,1,0,1,0,1,0,0,1,1,0,7,33
352,0,1,0,1,1,1,1,1,0,0,0,4,30
353,1,1,1,1,1,1,0,1,1,1,0,2,41
354,1,0,1,0,1,1,1,1,1,0,0,5,37
355,1,0,1,1,0,0,0,1,0,1,0,5,26
356,1,0,1,1,1,1,1,1,0,1,0,4,40
357,1,1,0,1,1,1,1,1,1,0,0,5,39
358,1,1,1,0,1,1,1,0,0,1,0,3,30
359,0,1,1,1,0,0,1,1,1,1,0,5,41
360,0,0,1,1,0,1,1,1,1,1,0,4,44
361,1,0,0,1,1,0,1,1,1,0,0,4,32
362,1,1,1,1,0,1,0,0,1,0,0,3,22
363,1,1,1,1,1,0,1,0,1,1,0,2,35
364,0,0,1,1,1,1,1,1,1,1,0,3,47
365,1,1,1,0,1,1,1,1,0,0,0,2,27
366,1,0,1,1,1,0,1,1,1,1,0,8,47
367,1,1,0,1,1,1,0,0,0,1,0,2,24
368,1,0,1,1,1,1,0,0,0,1,0,6,29
369,1,1,0,1,1,0,0,0,1,1,0,3,28
370,0,0,1,1,1,1,1,1,1,1,0,8,52
371,1,1,0,0,1,1,1,1,0,1,0,2,34
372,1,0,1,1,1,1,1,1,1,1,0,6,50
373,1,0,0,0,1,1,1,1,1,1,0,5,44
374,1,1,0,1,1,1,1,0,1,1,0,2,38
375,0,1,0,1,1,1,1,1,1,1,0,3,46
376,1,1,0,0,1,1,1,1,1,1,0,5,45
377,1,1,1,1,1,1,0,1,0,1,0,3,34
378,1,1,1,1,1,0,0,1,1,0,0,3,28
379,1,1,1,0,0,1,1,0,1,1,0,6,37
380,1,1,0,0,1,0,1,1,0,1,0,5,32
381,0,1,0,1,1,0,1,0,1,0,0,7,29
382,0,1,0,1,1,1,0,1,1,0,0,5,33
383,1,1,1,0,1,0,1,1,0,1,0,4,33
384,1,1,1,0,1,1,1,1,1,1,0,4,46
385,0,1,1,1,0,1,1,0,0,1,0,6,32
386,1,0,1,1,1,1,0,0,0,1,0,8,31
387,1,1,1,1,1,1,0,0,1,1,0,7,39
388,1,1,1,1,0,1,1,1,1,1,0,4,45
389,1,1,1,0,0,1,1,1,1,1,0,4,42
390,1,1,1,1,0,1,0,1,1,1,0,4,39
391,1,1,1,1,1,1,1,1,1,1,0,6,51
392,1,1,1,0,1,1,1,0,0,1,0,4,31
393,0,1,1,0,1,1,0,1,1,1,0,2,38
394,1,0,1,1,1,1,1,1,1,1,0,4,48
395,0,1,1,1,1,1,1,1,0,1,0,7,44
396,1,0,0,1,1,1,1,1,0,1,0,3,37
397,1,1,0,1,1,1,1,1,0,0,0,2,28
398,0,1,1,0,0,0,1,1,1,0,0,7,31
399,1,1,1,1,1,1,0,1,1,0,0,2,32
400,1,1,1,0,1,0,1,0,0,1,0,2,24
401,1,1,1,1,1,1,1,1,0,0,0,4,32
402,1,1,0,1,1,1,1,1,1,1,0,4,47
403,1,1,1,1,0,0,0,0,0,0,0,4,10
404,0,0,1,1,0,0,1,1,1,1,0,7,42
405,1,1,1,1,1,1,0,0,0,0,0,3,18
406,1,1,1,1,1,1,0,0,1,0,0,2,25
407,1,1,1,0,0,1,1,0,0,0,0,2,16
408,0,1,1,1,0,1,1,1,1,1,0,4,45
409,1,1,1,1,1,0,1,0,1,0,0,4,28
410,1,1,1,0,0,1,1,0,0,0,0,3,17
411,1,1,0,1,1,0,1,1,0,1,1,6,40
412,1,1,1,1,1,0,1,1,0,1,0,5,37
413,1,1,0,1,0,1,1,1,1,1,0,8,47
414,1,0,1,0,1,0,0,1,1,1,0,4,34
415,1,1,0,1,0,0,0,0,1,1,0,5,26
416,1,1,1,0,1,1,1,0,0,0,0,4,22
417,1,1,1,0,0,1,1,1,0,1,0,3,33
418,1,1,1,0,1,1,0,1,1,1,0,4,40
419,1,1,1,1,1,0,1,1,0,1,0,5,37
420,1,1,1,1,0,0,0,1,1,1,0,2,32
421,1,0,1,0,1,1,1,1,0,1,0,3,36
422,1,1,1,0,0,0,1,1,1,0,0,6,30
423,1,1,1,1,1,1,1,0,0,0,0,4,25
424,1,1,1,1,1,0,1,0,0,1,0,2,27
425,0,1,1,1,1,1,1,1,1,1,0,4,49
426,1,0,1,1,1,1,1,1,0,1,0,6,42
427,1,0,1,1,1,1,1,1,0,1,0,3,39
428,1,1,1,1,1,0,0,1,1,0,0,8,33
429,0,1,0,1,1,0,1,1,0,0,0,4,25
430,1,1,1,1,0,0,0,1,1,1,0,7,37
431,1,0,0,1,1,1,1,1,0,0,0,7,32
432,1,1,0,1,1,1,1,1,0,0,0,4,30
433,1,1,1,1,1,0,0,0,1,1,1,3,34
434,1,0,0,0,1,0,0,1,1,0,0,6,25
435,1,1,1,1,0,1,1,0,0,1,1,2,32
436,1,1,1,1,1,1,1,0,1,1,0,4,42
437,1,0,1,1,0,1,1,1,1,1,0,5,45
438,1,1,1,1,1,1,0,1,1,1,0,3,42
439,1,1,0,1,1,1,0,1,0,1,1,6,39
440,1,1,1,1,1,0,1,1,0,0,0,5,28
441,1,1,1,0,1,1,1,0,1,0,0,4,30
442,0,1,1,1,1,1,1,0,1,1,0,7,45
443,0,1,1,0,1,1,0,1,0,0,0,3,22
444,1,1,1,1,1,1,1,1,0,1,0,4,41
445,1,1,0,0,0,1,0,1,1,1,0,3,33
446,0,0,1,0,0,0,1,1,1,1,0,4,36
447,1,1,0,0,0,1,1,1,1,1,0,4,40
448,1,1,1,0,1,0,1,1,1,1,0,2,39
449,1,1,1,1,0,0,1,1,1,1,0,3,39
450,1,0,1,0,1,0,1,1,1,1,0,2,38
451,1,1,0,1,1,1,1,1,1,1,0,3,46
452,1,1,0,1,1,0,1,1,1,1,0,4,42
453,1,0,1,0,1,1,0,1,1,0,0,5,31
454,1,1,1,1,1,0,0,0,0,0,0,3,13
455,1,1,1,1,1,1,1,1,1,1,1,4,53
456,1,1,0,1,0,1,0,1,1,1,0,5,38
457,0,0,1,1,0,0,1,1,1,1,0,3,38
458,1,1,0,1,0,1,0,0,1,0,0,6,23
459,1,1,1,0,1,1,0,1,0,0,0,4,23
460,0,1,1,1,0,1,0,1,0,0,0,4,22
461,0,1,0,0,1,1,1,0,1,1,0,2,35
462,1,0,1,0,1,0,1,1,1,1,0,6,42
463,1,1,0,1,1,1,1,1,0,1,0,5,40
464,1,1,0,1,1,1,0,1,0,1,0,5,34
465,1,1,0,0,1,1,0,1,0,1,0,4,30
466,0,1,0,1,0,1,1,0,1,1,0,4,36
467,1,1,0,1,0,0,1,0,0,1,0,2,21
468,1,0,0,1,1,0,0,1,1,1,0,4,35
469,0,1,0,1,0,0,1,0,1,1,0,6,33
470,1,1,1,1,1,1,0,1,0,1,0,2,33
471,1,1,1,1,1,1,0,1,1,1,0,4,43
472,1,1,0,1,1,1,0,1,1,1,1,4,45
473,0,0,1,1,1,1,1,0,0,1,0,3,32
474,0,0,0,1,0,1,1,0,1,1,0,5,36
475,1,1,1,1,0,1,1,1,1,1,0,5,46
476,1,0,0,1,0,0,1,0,1,1,0,3,29
477,1,1,1,1,1,1,0,1,1,0,0,4,34
478,1,1,0,0,0,1,1,1,0,0,0,5,24
479,0,1,0,1,1,1,1,1,0,0,0,2,28
480,1,0,1,1,0,1,0,0,1,1,1,3,34
481,0,0,1,0,1,1,0,1,1,1,0,5,40
482,0,1,0,0,1,0,1,1,1,1,0,2,37
483,0,1,1,1,0,1,1,1,1,1,0,5,46
484,1,1,1,1,1,1,0,1,1,1,0,4,43
485,0,1,1,1,1,1,1,1,1,1,0,5,50
486,1,1,1,1,1,1,0,0,1,1,0,8,40
487,1,0,0,0,0,1,1,1,1,0,0,3,29
488,1,0,0,1,1,0,1,0,1,0,0,4,25
489,0,1,0,1,1,1,1,1,1,1,0,3,46
490,0,1,0,0,1,1,1,1,1,1,0,3,43
491,1,1,1,0,0,1,1,1,1,1,0,7,45
492,1,1,0,1,0,1,1,1,0,1,0,3,34
493,0,0,1,0,1,1,1,0,0,1,0,3,29
