family_id,assigned_day
309,19
310,89
311,8
312,43
313,37
314,39
315,0
316,53
317,88
318,92
319,10
320,7
321,0
322,82
323,48
324,62
325,3
326,22
327,46
328,10
329,19
330,69
331,57
332,82
333,23
334,22
335,63
336,89
337,99
338,92
339,45
340,13
341,65
342,54
343,89
344,23
345,66
346,92
347,64
348,1
349,19
350,96
351,27
352,93
353,79
354,87
355,85
356,33
357,25
358,88
359,90
360,69
361,87
362,0
363,12
364,71
365,53
366,3
367,53
368,93
369,72
370,13
371,26
372,96
373,61
374,75
375,71
376,26
377,82
378,53
379,4
380,73
381,27
382,48
383,40
384,62
385,29
386,66
387,39
388,65
389,97
390,40
391,75
392,60
393,36
394,65
395,8
396,75
397,52
398,37
399,5
400,64
401,52
402,98
403,0
404,48
405,0
406,0
407,13
408,70
409,0
410,2
411,74
412,25
413,80
414,26
415,13
416,41
417,10
418,32
419,26
420,60
421,87
422,27
423,74
424,82
425,76
426,33
427,24
428,40
429,2
430,66
431,15
432,28
433,61
434,62
435,80
436,98
437,38
438,72
439,18
440,74
441,8
442,29
443,14
444,6
445,74
446,27
447,19
448,82
449,18
450,60
451,72
452,99
453,51
454,0
455,64
456,94
457,70
458,13
459,22
460,30
461,27
462,80
463,18
464,46
465,46
466,36
467,7
468,54
469,93
470,17
471,84
472,76
473,56
474,22
475,33
476,54
477,60
478,7
479,34
480,78
481,13
482,30
483,78
484,79
485,30
486,11
487,21
488,7
489,92
490,77
491,73
492,95
493,16
494,95
495,56
496,56
497,16
498,45
499,15
500,27
501,21
502,56
503,22
504,81
505,83
506,38
507,47
508,35
509,37
510,64
511,43
512,58
513,64
514,0
515,14
516,17
517,0
518,16
519,24
520,4
521,68
522,32
523,4
524,74
525,98
526,68
527,16
528,68
529,25
530,61
531,45
532,4
533,26
534,14
535,12
536,91
537,23
538,83
539,79
540,31
541,60
542,22
543,53
544,17
545,81
546,80
547,60
548,22
549,44
550,73
551,3
552,35
553,35
554,53
555,10
556,26
557,16
558,20
559,47
560,18
561,20
562,89
563,47
564,82
565,91
566,92
567,96
568,80
569,25
570,11
571,98
572,62
573,19
574,88
575,44
576,97
577,77
578,18
579,11
580,49
581,42
582,20
583,35
584,87
585,30
586,67
587,40
588,51
589,82
590,5
591,55
592,40
593,23
594,61
595,19
596,88
597,81
598,70
599,43
600,15
601,2
602,12
603,58
604,15
605,87
606,81
607,65
608,94
609,94
610,51
611,57
612,77
613,96
614,79
615,58
616,79
617,80
618,2
619,42
620,52
621,95
622,99
623,75
624,78
625,51
626,33
627,3
628,23
629,62
630,95
631,92
632,33
633,10
634,16
635,30
636,80
637,13
638,16
639,30
640,43
641,81
642,73
643,12
644,76
645,10
646,48
647,57
648,38
649,65
650,47
651,46
652,34
653,34
654,10
655,0
656,68
657,48
658,93
659,99
660,54
661,31
662,83
663,70
664,24
665,60
666,36
667,0
668,61
669,61
670,99
671,44
672,44
673,87
674,37
675,61
676,86
677,16
678,36
679,23
680,27
681,61
682,86
683,36
684,79
685,46
686,18
687,51
688,88
689,67
690,38
691,8
692,13
693,8
694,96
695,8
696,46
697,63
698,68
699,35
700,14
701,97
702,7
703,66
704,60
705,14
706,97
707,16
708,46
709,39
710,39
711,14
712,36
713,25
714,70
715,33
716,49
717,66
718,31
719,32
720,8
721,45
722,19
723,92
724,81
725,69
726,18
727,3
728,10
729,32
730,20
731,68
732,70
733,50
734,8
735,17
736,80
737,68
738,50
739,65
740,91
741,14
742,99
743,76
744,41
745,8
746,60
747,76
748,37
749,93
750,96
751,54
752,4
753,30
754,36
755,12
756,98
757,73
758,22
759,97
760,23
761,76
762,44
763,79
764,4
765,32
766,76
767,82
768,87
769,44
770,25
771,45
772,76
773,2
774,76
775,79
776,74
777,46
778,3
779,67
780,77
781,91
782,67
783,52
784,0
785,73
786,96
787,6
788,15
789,1
790,62
791,30
792,88
793,100
794,32
795,30
796,81
797,3
798,45
799,3
800,57
801,56
802,86
803,83
804,57
805,77
806,49
807,62
808,52
809,2
810,69
811,75
812,95
813,78
814,27
815,100
816,14
817,53
818,4
819,32
820,90
821,36
822,34
823,78
824,60
825,89
826,99
827,79
828,91
829,70
830,91
831,8
832,41
833,93
834,79
835,8
836,13
837,73
838,94
839,12
840,24
841,10
842,69
843,88
844,55
845,5
846,47
847,95
848,85
849,50
850,57
851,92
852,82
853,55
854,14
855,44
856,12
857,11
858,60
859,9
860,55
861,57
862,59
863,82
864,9
865,19
866,48
867,56
868,33
869,11
870,53
871,94
872,11
873,5
874,23
875,22
876,5
877,49
878,4
879,65
880,53
881,100
882,47
883,69
884,33
885,79
886,81
887,83
888,25
889,99
890,65
891,65
892,62
893,63
894,78
895,11
896,29
897,67
898,63
899,81
900,14
901,7
902,0
903,19
904,82
905,79
906,0
907,34
908,95
909,70
910,46
911,10
912,68
913,59
914,94
915,55
916,81
917,0
918,11
919,68
920,35
921,20
922,65
923,96
924,43
925,71
926,33
927,63
928,86
929,98
930,70
931,35
932,65
933,0
934,38
935,8
936,31
937,27
938,46
939,45
940,31
941,23
942,57
943,82
944,83
945,74
946,72
947,28
948,38
949,86
950,20
951,88
952,54
953,46
954,80
955,63
956,66
957,16
958,24
959,42
960,76
961,53
962,44
963,33
964,64
965,61
966,59
967,40
968,2
969,75
970,97
971,13
972,90
973,71
974,44
975,99
976,65
977,54
978,63
979,4
980,38
981,12
982,93
983,96
984,2
985,44
986,82
987,87
988,86
989,100
990,50
991,75
992,54
993,46
994,39
995,35
996,57
997,50
998,0
999,84
1000,30
1001,25
1002,56
1003,29
1004,0
1005,31
1006,74
1007,12
1008,73
1009,42
1010,0
1011,24
1012,67
1013,11
1014,52
1015,9
1016,17
1017,73
1018,84
1019,75
1020,60
1021,75
1022,73
1023,62
1024,0
1025,71
1026,18
1027,54
1028,76
1029,41
1030,59
1031,94
1032,62
1033,52
1034,17
1035,2
1036,7
1037,66
1038,29
1039,66
1040,23
1041,96
1042,15
1043,16
1044,68
1045,73
1046,13
1047,15
1048,72
1049,0
1050,50
1051,59
1052,1
1053,33
1054,9
1055,81
1056,27
1057,72
1058,79
1059,40
1060,23
1061,83
1062,99
1063,87
1064,75
1065,83
1066,2
1067,75
1068,3
1069,98
1070,49
1071,94
1072,32
1073,32
1074,54
1075,52
1076,86
1077,14
1078,28
1079,61
1080,0
1081,25
1082,91
1083,50
1084,89
1085,75
1086,20
1087,22
1088,21
1089,63
1090,91
1091,70
1092,33
1093,67
1094,19
1095,19
1096,26
1097,55
1098,16
1099,59
1100,67
1101,68
1102,89
1103,74
1104,3
1105,2
1106,8
1107,75
1108,25
1109,5
1110,12
1111,100
1112,67
1113,18
1114,11
1115,31
1116,74
1117,7
1118,85
1119,34
1120,33
1121,97
1122,64
1123,51
1124,96
1125,26
1126,21
1127,64
1128,14
1129,32
1130,0
1131,24
1132,69
1133,0
1134,59
1135,67
1136,32
1137,3
1138,10
1139,42
1140,52
1141,87
1142,90
1143,77
1144,5
1145,53
1146,81
1147,47
1148,41
1149,59
1150,23
1151,25
1152,19
1153,17
1154,88
1155,75
1156,96
1157,15
1158,39
1159,17
1160,96
1161,0
1162,17
1163,18
1164,46
1165,79
1166,36
1167,61
1168,17
1169,77
1170,16
1171,80
1172,2
1173,88
1174,79
1175,60
1176,54
1177,89
1178,0
1179,83
1180,11
1181,56
1182,72
1183,0
1184,82
1185,65
1186,2
1187,75
1188,4
1189,94
1190,4
1191,75
1192,7
1193,48
1194,47
1195,43
1196,67
1197,70
1198,50
1199,16
1200,16
1201,11
1202,65
1203,98
1204,25
1205,76
1206,42
1207,26
1208,100
1209,74
1210,53
1211,92
1212,88
1213,50
1214,70
1215,94
1216,34
1217,41
1218,11
1219,39
1220,83
1221,80
1222,5
1223,58
1224,8
1225,25
1226,10
1227,18
1228,29
1229,21
1230,77
1231,87
1232,67
1233,45
1234,84
1235,64
1236,82
1237,43
1238,16
1239,50
1240,33
1241,85
1242,14
1243,58
1244,94
1245,5
1246,2
1247,81
1248,39
1249,39
1250,38
1251,79
1252,4
1253,99
1254,37
1255,89
1256,93
1257,88
1258,60
1259,66
1260,92
1261,68
1262,60
1263,91
1264,24
1265,83
1266,37
1267,23
1268,35
1269,1
1270,54
1271,95
1272,86
1273,27
1274,87
1275,5
1276,7
1277,49
1278,27
1279,57
1280,9
1281,76
1282,91
1283,29
1284,2
1285,38
1286,97
1287,91
1288,54
1289,90
1290,76
1291,93
1292,35
1293,77
1294,75
1295,22
1296,3
1297,96
1298,80
1299,0
1300,28
1301,9
1302,27
1303,80
1304,58
1305,5
1306,22
1307,60
1308,58
1309,64
1310,46
1311,76
1312,0
1313,88
1314,65
1315,31
1316,89
1317,42
1318,39
1319,43
1320,54
1321,71
1322,84
1323,96
1324,80
1325,23
1326,51
1327,14
1328,16
1329,5
1330,79
1331,11
1332,82
1333,83
1334,55
1335,89
1336,43
1337,78
1338,63
1339,84
1340,23
1341,67
1342,88
1343,34
1344,4
1345,0
1346,100
1347,79
1348,30
1349,86
1350,62
1351,81
1352,90
1353,29
1354,14
1355,0
1356,49
1357,82
1358,22
1359,16
1360,98
1361,2
1362,83
1363,33
1364,41
1365,100
1366,14
1367,2
1368,26
1369,93
1370,65
1371,85
1372,75
1373,49
1374,4
1375,41
1376,94
1377,18
1378,70
1379,23
1380,80
1381,52
1382,86
1383,29
1384,62
1385,87
1386,10
1387,5
1388,63
1389,74
1390,42
1391,74
1392,86
1393,11
1394,38
1395,66
1396,90
1397,2
1398,73
1399,59
1400,22
1401,10
1402,59
1403,87
1404,27
1405,77
1406,0
1407,44
1408,67
1409,95
1410,53
1411,54
1412,86
1413,1
1414,48
1415,18
1416,80
1417,72
1418,42
1419,9
1420,59
1421,23
1422,91
1423,2
1424,38
1425,80
1426,91
1427,32
1428,14
1429,31
1430,20
1431,49
1432,89
1433,93
1434,16
1435,68
1436,96
1437,47
1438,7
1439,84
1440,23
1441,0
1442,12
1443,92
1444,81
1445,46
1446,76
1447,11
1448,89
1449,51
1450,66
1451,99
1452,28
1453,100
1454,25
1455,58
1456,8
1457,88
1458,20
1459,53
1460,2
1461,58
1462,83
1463,96
1464,59
1465,87
1466,64
1467,20
1468,100
1469,88
1470,0
1471,48
1472,94
1473,78
1474,19
1475,94
1476,2
1477,47
1478,65
1479,88
1480,23
1481,80
1482,23
1483,85
1484,85
1485,67
1486,9
1487,74
1488,54
1489,100
1490,62
1491,97
1492,41
1493,41
1494,46
1495,8
1496,49
1497,20
1498,96
1499,88
1500,46
1501,69
1502,84
1503,12
1504,70
1505,66
1506,19
1507,69
1508,88
1509,32
1510,34
1511,28
1512,48
1513,90
1514,95
1515,77
1516,4
1517,8
1518,27
1519,75
1520,92
1521,20
1522,96
1523,33
1524,9
1525,93
1526,18
1527,47
1528,96
1529,2
1530,33
1531,100
1532,42
1533,66
1534,0
1535,18
1536,54
1537,91
1538,16
1539,100
1540,93
1541,85
1542,22
1543,65
1544,69
1545,80
1546,52
1547,90
1548,59
1549,82
1550,75
1551,7
1552,24
1553,84
1554,10
1555,37
1556,58
1557,39
1558,2
1559,29
1560,36
1561,0
1562,7
1563,6
1564,59
1565,82
1566,93
1567,37
1568,40
1569,52
1570,94
1571,91
1572,81
1573,100
1574,60
1575,93
1576,95
1577,74
1578,26
1579,0
1580,31
1581,64
1582,67
1583,64
1584,46
1585,28
1586,76
1587,88
1588,97
1589,22
1590,86
1591,27
1592,6
1593,66
1594,55
1595,50
1596,95
1597,50
1598,15
1599,87
1600,27
1601,79
1602,7
1603,7
1604,69
1605,70
1606,83
1607,59
1608,26
1609,21
1610,26
1611,1
1612,50
1613,62
1614,61
1615,88
1616,26
1617,52
1618,8
1619,63
1620,40
1621,71
1622,56
1623,14
1624,64
1625,100
1626,54
1627,84
1628,53
1629,60
1630,63
1631,99
1632,30
1633,78
1634,49
1635,95
1636,90
1637,67
1638,39
1639,83
1640,30
1641,92
1642,49
1643,0
1644,55
1645,36
1646,80
1647,68
1648,11
1649,6
1650,21
1651,85
1652,21
1653,14
1654,40
1655,68
1656,74
1657,56
1658,51
1659,92
1660,68
1661,39
1662,18
1663,19
1664,72
1665,36
1666,82
1667,53
1668,7
1669,8
1670,57
1671,87
1672,58
1673,97
1674,57
1675,69
1676,27
1677,27
1678,11
1679,26
1680,55
1681,33
1682,64
1683,7
1684,54
1685,73
1686,40
1687,21
1688,87
1689,70
1690,47
1691,4
1692,32
1693,64
1694,45
1695,25
1696,17
1697,83
1698,67
1699,12
1700,73
1701,52
1702,99
1703,69
1704,9
1705,66
1706,71
1707,73
1708,72
1709,56
1710,43
1711,34
1712,12
1713,54
1714,40
1715,17
1716,35
1717,10
1718,78
1719,23
1720,97
1721,43
1722,98
1723,29
1724,50
1725,31
1726,85
1727,95
1728,35
1729,46
1730,2
1731,15
1732,34
1733,0
1734,21
1735,70
1736,28
1737,17
1738,29
1739,0
1740,68
1741,27
1742,48
1743,5
1744,52
1745,74
1746,73
1747,84
1748,32
1749,83
1750,51
1751,52
1752,12
1753,1
1754,16
1755,66
1756,19
1757,75
1758,81
1759,27
1760,59
1761,25
1762,99
1763,25
1764,90
1765,22
1766,24
1767,36
1768,77
1769,24
1770,20
1771,45
1772,94
1773,61
1774,43
1775,26
1776,58
1777,24
1778,35
1779,29
1780,7
1781,28
1782,48
1783,69
1784,60
1785,17
1786,7
1787,49
1788,11
1789,23
1790,74
1791,27
1792,55
1793,12
1794,100
1795,98
1796,0
1797,65
1798,26
1799,54
1800,42
1801,56
1802,48
1803,9
1804,49
1805,96
1806,28
1807,0
1808,31
1809,29
1810,25
1811,67
1812,90
1813,1
1814,64
1815,73
1816,93
1817,45
1818,2
1819,3
1820,82
1821,68
1822,10
1823,75
1824,42
1825,82
1826,76
1827,32
1828,51
1829,38
1830,2
1831,18
1832,11
1833,10
1834,7
1835,6
1836,34
1837,100
1838,61
1839,57
1840,7
1841,0
1842,40
1843,0
1844,99
1845,55
1846,71
1847,82
1848,40
1849,21
1850,5
1851,74
1852,87
1853,44
1854,15
1855,49
1856,100
1857,74
1858,14
1859,91
1860,2
1861,44
1862,26
1863,35
1864,68
1865,37
1866,17
1867,91
1868,3
1869,9
1870,84
1871,41
1872,74
1873,19
1874,61
1875,74
1876,34
1877,32
1878,73
1879,3
1880,0
1881,49
1882,98
1883,29
1884,99
1885,81
1886,9
1887,59
1888,61
1889,75
1890,8
1891,57
1892,87
1893,19
1894,71
1895,95
1896,47
1897,34
1898,13
1899,27
1900,7
1901,97
1902,42
1903,10
1904,32
1905,72
1906,21
1907,98
1908,21
1909,93
1910,34
1911,64
1912,60
1913,70
1914,31
1915,59
1916,98
1917,80
1918,5
1919,0
1920,39
1921,99
1922,77
1923,84
1924,0
1925,89
1926,50
1927,100
1928,56
1929,38
1930,25
1931,1
1932,85
1933,77
1934,25
1935,27
1936,72
1937,69
1938,78
1939,59
1940,3
1941,60
1942,42
1943,6
1944,6
1945,48
1946,19
1947,13
1948,54
1949,61
1950,93
1951,69
1952,79
1953,26
1954,14
1955,69
1956,0
1957,79
1958,23
1959,50
1960,47
1961,32
1962,6
1963,57
1964,0
1965,32
1966,24
1967,15
1968,0
1969,27
1970,7
1971,94
1972,17
1973,33
1974,52
1975,73
1976,92
1977,89
1978,78
1979,97
1980,37
1981,61
1982,42
1983,28
1984,87
1985,73
1986,85
1987,76
1988,29
1989,17
1990,37
1991,90
1992,5
1993,67
1994,93
1995,81
1996,79
1997,90
1998,61
1999,27
2000,8
2001,17
2002,94
2003,19
2004,84
2005,96
2006,32
2007,6
2008,64
2009,7
2010,14
2011,25
2012,50
2013,14
2014,74
2015,22
2016,38
2017,69
2018,96
2019,94
2020,2
2021,88
2022,74
2023,48
2024,28
2025,64
2026,32
2027,36
2028,16
2029,2
2030,98
2031,54
2032,23
2033,51
2034,43
2035,59
2036,34
2037,16
2038,15
2039,22
2040,24
2041,80
2042,27
2043,35
2044,9
2045,62
2046,26
2047,56
2048,98
2049,94
2050,87
2051,0
2052,32
2053,62
2054,50
2055,65
2056,83
2057,7
2058,73
2059,83
2060,50
2061,71
2062,8
2063,38
2064,4
2065,14
2066,53
2067,0
2068,32
2069,95
2070,45
2071,60
2072,40
2073,29
2074,64
2075,2
2076,78
2077,9
2078,63
2079,1
2080,27
2081,37
2082,84
2083,25
2084,71
2085,72
2086,65
2087,54
2088,25
2089,43
2090,63
2091,67
2092,24
2093,22
2094,46
2095,82
2096,27
2097,74
2098,36
2099,61
2100,34
2101,91
2102,25
2103,36
2104,66
2105,30
2106,16
2107,71
2108,21
2109,15
2110,96
2111,29
2112,66
2113,14
2114,38
2115,87
2116,62
2117,92
2118,66
2119,69
2120,7
2121,50
2122,68
2123,61
2124,68
2125,87
2126,61
2127,52
2128,38
2129,0
2130,99
2131,40
2132,26
2133,57
2134,71
2135,43
2136,8
2137,0
2138,40
2139,92
2140,100
2141,52
2142,96
2143,36
2144,84
2145,29
2146,32
2147,67
2148,40
2149,48
2150,99
2151,86
2152,9
2153,32
2154,16
2155,96
2156,77
2157,29
2158,95
2159,26
2160,29
2161,0
2162,29
2163,94
2164,17
2165,88
2166,87
2167,44
2168,95
2169,63
2170,81
2171,54
2172,70
2173,44
2174,9
2175,30
2176,85
2177,18
2178,96
2179,15
2180,24
2181,15
2182,53
2183,43
2184,76
2185,87
2186,97
2187,62
2188,90
2189,53
2190,74
2191,69
2192,86
2193,7
2194,11
2195,60
2196,72
2197,17
2198,97
2199,94
2200,10
2201,70
2202,16
2203,98
2204,57
2205,17
2206,36
2207,53
2208,80
2209,95
2210,10
2211,44
2212,7
2213,7
2214,60
2215,96
2216,58
2217,41
2218,35
2219,19
2220,65
2221,6
2222,63
2223,24
2224,53
2225,58
2226,68
2227,66
2228,47
2229,3
2230,20
2231,43
2232,83
2233,8
2234,52
2235,47
2236,22
2237,21
2238,83
2239,19
2240,93
2241,64
2242,5
2243,97
2244,64
2245,30
2246,33
2247,75
2248,97
2249,71
2250,80
2251,0
2252,33
2253,8
2254,8
2255,98
2256,14
2257,60
2258,93
2259,99
2260,5
2261,0
2262,21
2263,33
2264,72
2265,7
2266,69
2267,76
2268,41
2269,63
2270,14
2271,46
2272,37
2273,33
2274,79
2275,24
2276,28
2277,24
2278,0
2279,13
2280,82
2281,88
2282,72
2283,33
2284,64
2285,81
2286,95
2287,95
2288,33
2289,61
2290,12
2291,30
2292,45
2293,47
2294,45
2295,66
2296,15
2297,55
2298,19
2299,13
2300,85
2301,45
2302,72
2303,81
2304,93
2305,39
2306,6
2307,23
2308,40
2309,58
2310,21
2311,4
2312,70
2313,24
2314,39
2315,35
2316,69
2317,4
2318,61
2319,73
2320,23
2321,13
2322,29
2323,68
2324,1
2325,0
2326,87
2327,53
2328,74
2329,98
2330,94
2331,84
2332,14
2333,30
2334,7
2335,61
2336,58
2337,41
2338,7
2339,90
2340,100
2341,78
2342,5
2343,59
2344,94
2345,6
2346,74
2347,40
2348,75
2349,76
2350,19
2351,44
2352,30
2353,71
2354,0
2355,0
2356,6
2357,44
2358,24
2359,79
2360,99
2361,45
2362,11
2363,82
2364,5
2365,94
2366,40
2367,31
2368,53
2369,75
2370,15
2371,20
2372,35
2373,98
2374,19
2375,80
2376,100
2377,53
2378,20
2379,2
2380,50
2381,16
2382,59
2383,61
2384,72
2385,7
2386,46
2387,80
2388,77
2389,30
2390,67
2391,14
2392,51
2393,18
2394,88
2395,24
2396,31
2397,45
2398,32
2399,10
2400,55
2401,67
2402,82
2403,72
2404,4
2405,25
2406,63
2407,52
2408,18
2409,7
2410,26
2411,71
2412,8
2413,75
2414,39
2415,61
2416,18
2417,51
2418,5
2419,1
2420,52
2421,0
2422,72
2423,72
2424,70
2425,56
2426,27
2427,50
2428,53
2429,12
2430,57
2431,64
2432,0
2433,56
2434,13
2435,0
2436,48
2437,91
2438,55
2439,35
2440,94
2441,22
2442,13
2443,29
2444,92
2445,96
2446,83
2447,54
2448,27
2449,0
2450,58
2451,62
2452,59
2453,42
2454,12
2455,48
2456,60
2457,41
2458,78
2459,0
2460,72
2461,79
2462,67
2463,16
2464,4
2465,31
2466,66
2467,69
2468,21
2469,26
2470,65
2471,3
2472,39
2473,51
2474,29
2475,23
2476,83
2477,27
2478,92
2479,64
2480,95
2481,3
2482,53
2483,5
2484,20
2485,70
2486,26
2487,71
2488,96
2489,74
2490,47
2491,96
2492,99
2493,73
2494,3
2495,0
2496,84
2497,82
2498,27
2499,46
2500,10
2501,77
2502,72
2503,37
2504,20
2505,0
2506,75
2507,66
2508,69
2509,92
2510,9
2511,10
2512,30
2513,11
2514,59
2515,61
2516,81
2517,17
2518,24
2519,2
2520,53
2521,58
2522,9
2523,53
2524,76
2525,29
2526,26
2527,83
2528,53
2529,64
2530,3
2531,92
2532,38
2533,77
2534,97
2535,79
2536,6
2537,94
2538,78
2539,14
2540,59
2541,0
2542,2
2543,95
2544,82
2545,29
2546,31
2547,31
2548,97
2549,80
2550,41
2551,20
2552,53
2553,89
2554,49
2555,59
2556,71
2557,74
2558,34
2559,26
2560,78
2561,16
2562,78
2563,80
2564,14
2565,33
2566,21
2567,65
2568,89
2569,29
2570,21
2571,12
2572,21
2573,13
2574,8
2575,10
2576,86
2577,75
2578,41
2579,81
2580,31
2581,47
2582,73
2583,19
2584,27
2585,98
2586,67
2587,70
2588,93
2589,32
2590,4
2591,9
2592,0
2593,92
2594,75
2595,38
2596,91
2597,100
2598,37
2599,10
2600,2
2601,10
2602,51
2603,99
2604,12
2605,0
2606,89
2607,85
2608,75
2609,72
2610,89
2611,71
2612,64
2613,9
2614,58
2615,84
2616,48
2617,65
2618,11
2619,65
2620,88
2621,87
2622,46
2623,16
2624,47
2625,40
2626,43
2627,0
2628,33
2629,92
2630,79
2631,19
2632,98
2633,90
2634,59
2635,12
2636,63
2637,30
2638,94
2639,39
2640,8
2641,23
2642,5
2643,85
2644,11
2645,97
2646,37
2647,6
2648,33
2649,1
2650,2
2651,2
2652,11
2653,0
2654,45
2655,6
2656,81
2657,46
2658,9
2659,31
2660,87
2661,16
2662,44
2663,24
2664,42
2665,92
2666,24
2667,85
2668,16
2669,19
2670,40
2671,33
2672,65
2673,86
2674,18
2675,87
2676,27
2677,50
2678,44
2679,29
2680,67
2681,89
2682,81
2683,99
2684,51
2685,67
2686,37
2687,40
2688,40
2689,48
2690,12
2691,11
2692,58
2693,70
2694,90
2695,70
2696,56
2697,0
2698,55
2699,28
2700,31
2701,31
2702,89
2703,87
2704,68
2705,26
2706,62
2707,23
2708,93
2709,68
2710,6
2711,100
2712,20
2713,57
2714,15
2715,82
2716,88
2717,6
2718,62
2719,0
2720,51
2721,5
2722,1
2723,59
2724,63
2725,52
2726,20
2727,98
2728,5
2729,7
2730,54
2731,91
2732,97
2733,76
2734,79
2735,28
2736,36
2737,73
2738,56
2739,51
2740,5
2741,76
2742,96
2743,26
2744,100
2745,54
2746,71
2747,58
2748,82
2749,31
2750,9
2751,28
2752,98
2753,85
2754,25
2755,83
2756,67
2757,67
2758,0
2759,82
2760,22
2761,4
2762,88
2763,31
2764,63
2765,29
2766,67
2767,92
2768,97
2769,84
2770,28
2771,29
2772,91
2773,8
2774,90
2775,5
2776,22
2777,16
2778,67
2779,15
2780,0
2781,88
2782,81
2783,34
2784,74
2785,68
2786,2
2787,40
2788,1
2789,87
2790,44
2791,26
2792,25
2793,47
2794,40
2795,48
2796,83
2797,61
2798,88
2799,100
2800,29
2801,77
2802,44
2803,65
2804,81
2805,98
2806,40
2807,51
2808,49
2809,29
2810,34
2811,24
2812,47
2813,73
2814,9
2815,20
2816,52
2817,82
2818,82
2819,19
2820,8
2821,81
2822,88
2823,85
2824,51
2825,49
2826,46
2827,39
2828,99
2829,8
2830,41
2831,33
2832,72
2833,57
2834,84
2835,19
2836,85
2837,89
2838,54
2839,3
2840,77
2841,17
2842,45
2843,20
2844,20
2845,10
2846,98
2847,36
2848,9
2849,19
2850,53
2851,42
2852,43
2853,11
2854,74
2855,16
2856,29
2857,0
2858,88
2859,81
2860,19
2861,59
2862,1
2863,10
2864,43
2865,68
2866,82
2867,38
2868,99
2869,75
2870,83
2871,0
2872,61
2873,74
2874,11
2875,16
2876,9
2877,53
2878,21
2879,38
2880,18
2881,78
2882,31
2883,74
2884,0
2885,14
2886,89
2887,60
2888,22
2889,17
2890,100
2891,20
2892,6
2893,44
2894,0
2895,89
2896,16
2897,44
2898,24
2899,10
2900,85
2901,64
2902,27
2903,80
2904,43
2905,89
2906,89
2907,5
2908,13
2909,82
2910,59
2911,17
2912,70
2913,69
2914,19
2915,17
2916,67
2917,40
2918,39
2919,88
2920,81
2921,82
2922,13
2923,53
2924,73
2925,96
2926,35
2927,81
2928,72
2929,11
2930,74
2931,17
2932,72
2933,45
2934,20
2935,39
2936,99
2937,58
2938,33
2939,13
2940,95
2941,95
2942,75
2943,0
2944,2
2945,3
2946,96
2947,30
2948,30
2949,24
2950,34
2951,34
2952,22
2953,61
2954,55
2955,24
2956,26
2957,28
2958,0
2959,71
2960,9
2961,42
2962,27
2963,86
2964,34
2965,83
2966,1
2967,53
2968,43
2969,79
2970,10
2971,29
2972,9
2973,38
2974,54
2975,53
2976,51
2977,97
2978,39
2979,99
2980,36
2981,57
2982,90
2983,32
2984,78
2985,75
2986,8
2987,61
2988,99
2989,65
2990,2
2991,4
2992,8
2993,2
2994,27
2995,80
